transaction_id,transaction_date,customer_id,merchant_id,transaction_amount,transaction_type,currency
19b03c69-b2a0-4806-b2dc-122455ebf42e,2024-01-15 19:35:47,80e87361-0552-493e-86c4-840acbbe902c,Nguyen-Patterson,414.96,purchase,USD
09177d5c-397c-4790-8dc3-2997407cf9e8,2024-10-11 16:34:06,56dd0b31-862e-4a9d-9c94-8d569454f076,Haley-Gray,874.48,refund,USD
09457b6b-41d8-4311-8d66-cb0186044091,2024-10-07 13:49:30,f23e5f33-7378-402a-b963-7b88e793a3b5,Davidson-Peterson,113.4,refund,USD
04bcfdd4-401f-4e23-b55f-59782f5a2ef5,2024-10-27 04:33:43,f1b3b10b-5cf5-4ced-a8c7-7f306ee24c0a,Chapman Ltd,190.13,refund,USD
882478cd-ba4d-4d7b-ae00-85c85cc0670a,2024-07-24 01:03:44,f9defd6a-f7a1-4eec-b1db-c939b4bd5d9b,Lutz-Patel,138.49,purchase,USD
682fe076-6c82-4c40-82dc-f5e8b28f0650,2024-01-24 22:18:39,7ccf9f30-689d-4f90-8b2a-eb203017936c,Craig PLC,245.19,refund,USD
8a626736-980e-4337-87d8-ec644b1eab5d,2024-09-21 23:07:43,b4239867-0a80-4406-8735-8bc42194ae47,Hickman-Dunn,720.91,refund,USD
6eb6b809-7683-414e-8434-7486dc675291,2024-04-05 03:02:25,111e9781-2ada-4875-92e9-5e9550db00a8,"Elliott, Thomas and Paul",875.42,purchase,USD
53873450-11bb-4bef-8259-c78548f09b68,2024-05-17 19:25:41,366be70a-33fc-47a2-a0d0-6436e01eaca2,Molina-Johnston,914.03,purchase,USD
3084d6f1-fc4c-4dba-8160-f9e8fef0fb60,2024-06-28 17:47:28,6f9168af-5087-48d7-bc01-a968b21c6059,Allen LLC,777.2,refund,USD
15242aca-ad2c-498a-8165-db2c85d47bec,2024-07-15 11:16:47,87332ed6-13bb-42ff-b853-f0617f70b697,"Harrison, Fisher and Stephenson",302.38,refund,USD
c9597995-489d-4159-b120-fda1ef3ab604,2024-07-29 18:23:10,bf66947e-521f-456b-8c68-840dba98a28f,Hernandez-Martinez,738.02,refund,USD
56bfd441-1448-43aa-b638-8d8320c14dae,2023-12-29 04:06:42,a87029be-55b9-45fb-9510-7a6257936ccc,"Gonzalez, Sawyer and Ballard",866.28,refund,USD
ef2d51ec-3523-4a0a-a3b0-2d471a6fc7cc,2024-04-16 04:34:03,8fdaed35-5081-4d72-b731-1354243d09c6,Williams-Short,23.63,refund,USD
9d5636e8-844c-448c-a42e-c5aa361c9c92,2024-05-03 00:15:36,bd6e150b-dfb4-496b-b2ed-ef05df8ff3be,Burns-Nelson,326.94,purchase,USD
5d57f11d-2af3-4f45-b49c-82bfe4df5ce3,2024-02-03 11:01:15,2481e8df-e481-4991-942f-30ddea64635c,"Rivera, Lopez and Andrews",65.99,refund,USD
c8b242b6-5047-4089-8bb5-49549ab04961,2024-05-14 19:11:57,d7ac45bc-23e2-45d4-b5e6-af48e94d85dc,Schmidt-Nunez,230.18,purchase,USD
f6a5ccaf-dd23-4031-b1dc-f2d34d41fa00,2024-05-04 04:11:00,76c0d5df-f90a-4482-983d-0a7148987524,"Garza, Lawson and Cook",321.1,refund,USD
a88f2c7b-4f9e-4051-a4c8-5f94070a2719,2024-06-13 18:59:26,73d966ab-ae61-45b7-8e98-1a86b24942c0,"Jones, Bernard and Cross",238.82,refund,USD
8ea4d9c6-ba87-453a-8e45-7b03751f947e,2024-09-19 13:59:12,efd57d05-b5d0-4bee-9b2d-a76b1e901cc7,"Mccormick, Murphy and Thomas",723.96,purchase,USD
2fef499d-8a68-4bbc-b215-d3f3b3a909da,2024-09-05 03:31:24,904dd81d-7b72-4a72-86e2-04e81d059dba,White and Sons,588.6,refund,USD
86d015cf-768c-4a44-89ab-78f3c3f7b7bc,2024-07-08 05:51:48,ecd8c50c-285a-45bb-aec3-fb915f043685,Garrison-Rice,289.23,purchase,USD
a6ebfdb7-c0e2-4fea-be01-ded926e4ec81,2023-12-26 13:17:04,239b6c9f-c31f-40b6-a98d-256dcf4f4865,Weber-Bass,43.1,refund,USD
614270d4-5791-4265-b217-d13045336496,2024-03-05 16:21:24,23770b6a-8747-42f9-a48a-d171bdf144d4,Sloan Group,355.07,refund,USD
a0e669cd-d41b-451b-ac92-d4a66823b9c9,2024-06-27 21:23:40,af78e195-3b8d-463e-ba51-71a059101209,Lowe LLC,973.67,refund,USD
b8f1d56f-40a2-437c-b4da-e04e4e4d6790,2024-05-17 17:47:33,963fb64a-5f84-4ba0-9272-3d91fbf20f15,Guerrero Group,835.5,purchase,USD
3f0edd4d-2cb5-4305-b224-0e37b8dfea5a,2023-12-15 17:11:00,e300a5be-7505-4896-a0b7-590b6984648f,Silva Inc,415.73,purchase,USD
28e7cc39-5cdf-4ba8-a0eb-3c43903a9cdb,2024-06-10 18:42:36,2964507b-dac5-4882-ae3d-f311ee608827,Harper Group,439.33,purchase,USD
fd6421d5-d238-450d-bc39-a52bf0dbea58,2024-01-16 23:42:38,381a7634-965a-4795-b0e4-f702faff80e7,Sullivan-Jones,679.78,refund,USD
b14e8096-38c3-4749-992b-18e0365c8f27,2024-08-15 21:17:26,c0373539-2d64-46fb-b9db-ce3f919ea407,"Wilkinson, Wilkinson and Nichols",382.31,refund,USD
27baa1a8-bd17-4350-b614-1798041251c2,2024-10-18 04:34:14,7e228dfa-6985-4b56-9f62-58c30448691c,Burns Inc,332.52,refund,USD
9c0ed537-0cde-4a0a-86b3-9dfcc3b790d2,2024-11-04 19:40:04,7a8877f7-a67c-4b73-9dd0-d2dae8eb1005,Michael-Gallagher,114.22,purchase,USD
1b445178-2119-4c7f-84b2-4ac40651f2af,2024-10-06 03:14:50,242a685c-6598-4037-b592-ec7e864c4b28,Bauer-Bowen,963.3,refund,USD
99f678ab-54aa-49eb-84d7-db7888a3d632,2024-11-05 16:43:08,dd4d8c23-d5d9-4aa3-9a4e-ded807a69ec6,"Johnson, Hernandez and Curtis",43.32,purchase,USD
b85bf566-95ba-440d-80cc-9c498531f8ba,2024-11-08 05:05:49,0fc124e7-ffbd-41f1-873f-6cc03b789f6d,Hall PLC,550.57,purchase,USD
7ed7364a-b68e-4eeb-8a4a-cae4a186f11c,2024-06-27 17:00:13,494a8f0b-2873-408a-a1a3-ca720ae10725,"Lewis, Smith and Shea",427.81,purchase,USD
224d2f4c-67d2-49cb-ab9c-d805aca4c469,2024-02-13 11:05:19,12b26ad1-c0e7-40a1-8b38-813876a03904,Miller and Sons,114.0,purchase,USD
929f038b-333e-4399-8d99-332b434463ad,2024-11-10 15:42:14,3e1dd134-16e2-423a-88d7-d6b59433ebbe,Murray-Smith,838.11,refund,USD
39a8c7f2-5078-4ccc-954e-08615d4f35d4,2024-05-10 02:47:49,d80583e1-51bd-483d-9ea5-42c5a749e333,Moyer-Rhodes,47.63,refund,USD
da5f12d9-0226-46ea-9466-633d30d7eb46,2024-10-11 17:03:25,932c2c94-c543-4228-8b8e-f5f6b9d55e86,Cardenas Group,654.64,refund,USD
99534ff3-d072-4d2c-b5e6-c7d809d23089,2024-07-24 22:15:32,45170b5d-2a0f-47f6-a161-9b365905d250,Walker PLC,410.48,purchase,USD
b6218c6d-f17b-4ce7-8b6c-ebf2f2d3feaa,2024-02-27 17:52:52,4c5a26f9-390c-4b63-b81e-c1ad5e44c9c1,"Mcbride, Sullivan and Jones",870.9,purchase,USD
b79733b6-0fd3-45a1-bf74-18fda2b1bf22,2024-12-02 18:16:38,ccc021f9-3236-4c3d-9477-5e263e98bbd5,Roberts LLC,14.04,refund,USD
b5f89836-710d-4eb6-b161-733028c512ac,2024-09-02 11:34:19,0acc35dc-4864-4e2a-a663-9d5f664ea2e6,Kennedy-Bauer,492.4,purchase,USD
5eab8ee2-35c7-422a-9c90-674688a49fea,2024-07-30 04:19:32,983952cf-131c-4732-aa5e-7af0b935db74,"Smith, Nguyen and Freeman",255.42,refund,USD
5b1c7d4c-ec67-4869-9060-fcefb6a54428,2024-06-04 01:39:07,c524fe3f-3003-4af1-94bd-f456b86d1b2e,White-Trevino,908.4,purchase,USD
a9034dc4-95df-45ce-abb5-1006989c6278,2024-10-15 11:59:13,11365e72-2bfa-4d27-8feb-610c89f92294,Meyer LLC,840.68,purchase,USD
2884e2bb-c366-451b-87f2-ad1860ee4fff,2024-02-29 00:13:23,f2918888-b340-4c0f-a53d-7cd2bf570909,"Clark, Scott and Zavala",761.43,purchase,USD
9221e3f6-bccf-4952-b2fd-3cd9b396224b,2024-04-01 16:05:57,db5cf692-e64b-4a82-9c20-ba08158eacf6,Smith Inc,775.12,purchase,USD
32e89da2-082a-4d92-b1d0-0ad2cfceb2df,2024-06-29 15:22:15,b18441ed-fd79-4b32-9331-b36dafc86ff9,"Green, Ross and Lam",506.95,purchase,USD
3255eb53-1d88-4265-ba18-e0bb7974c757,2024-06-02 08:01:41,95df9da2-3d1f-4ccb-91b6-7e4ed716b9ca,Nelson-Morrison,696.5,refund,USD
3cca99dc-17c6-4fe5-aa43-2d3e212455f6,2024-08-15 21:20:51,3d1ac382-3e4b-48fa-aeb7-1c8aa672cabe,Day-Khan,514.62,refund,USD
bc80121e-adff-4f92-9988-9e3a17ad9c49,2024-06-02 23:00:35,e45fd977-5401-441b-8ba6-ab719b1b6885,Garcia and Sons,151.57,purchase,USD
51f7658b-2c43-44ea-a98b-384ba8c1abf6,2024-08-25 18:46:00,28baa1e9-ae2e-48bb-aac3-67b2277107e3,Lewis Group,789.23,purchase,USD
f2833bc6-83dc-455e-b052-2c7e3ab52bab,2024-09-02 02:08:34,731a0aa7-0c25-4839-9bb1-5a0ba83bd43e,Thompson PLC,770.54,refund,USD
00b17993-377b-437f-879f-e10638cc76e8,2024-02-11 03:36:18,570d9836-93d8-4b81-99a6-6f1424dfa2e7,"Walker, Sanchez and Manning",72.1,purchase,USD
bc96d02c-6673-4de1-b78f-436509b0c021,2024-04-10 17:18:29,dc110827-1e67-437c-af82-d1d6db679bd8,Greene PLC,350.03,purchase,USD
1d1bce09-9bc9-4316-b68b-20edd11b8270,2024-08-09 04:10:56,b991ab21-3738-45c3-a22c-35fc8f7a76b1,Coleman and Sons,295.44,refund,USD
a0644aee-70ec-4758-9c3d-088800c8f7bf,2024-09-06 15:29:25,874954a6-4425-4efe-af7f-f67db48c4f05,"Henry, Frost and Lynch",802.46,refund,USD
d988299c-0acb-471a-aa9b-26b66835d3fa,2024-02-28 10:18:13,f1cfd182-43e6-41f6-a24b-f566a7ae0953,Wright and Sons,542.23,refund,USD
fcc221c4-5945-4f40-a30e-4d6faf3b24d4,2024-06-22 22:00:45,d819ba95-108d-4418-a968-14ba0fd983a4,Richard-Nelson,193.2,purchase,USD
6f17dd46-25ff-431a-b638-2565ad1953df,2024-06-06 09:48:11,389d9bf7-ff44-4a6e-ae10-76f6d5489d8c,Kirby-Hines,385.05,purchase,USD
52616abe-c8d7-4e5c-9e36-bac79e60bbbb,2024-02-18 21:19:53,7e0303b3-33c9-47f6-af8a-1a9e1e9a48e8,"Ross, Garcia and Espinoza",548.76,refund,USD
de9a1f38-5db4-449f-b2e2-bca16b360eca,2024-09-02 11:34:20,c2d4de09-c57b-4aa2-8899-4c62cfe070b9,Dougherty Inc,746.48,refund,USD
001708ee-74e5-4b9c-8a3d-f1bc547cbade,2023-12-17 00:42:54,d72372ab-0e4e-4f02-9dfb-9be8b94e0906,"Thomas, Berry and Rubio",19.84,refund,USD
a2b09c84-71bd-494c-90f0-1cc5069120f6,2024-01-18 09:32:15,dcab01f9-aee7-481b-a076-5d608282dbb2,Jones Group,780.94,refund,USD
58367aca-a45a-458b-a967-ca03c21144f9,2024-02-11 08:07:19,a42c2c94-78b0-4fee-a64e-7f53cbc95c89,Burton-Hammond,783.28,purchase,USD
ebb5b542-6185-4cde-9b7f-b2e6338f52e0,2023-12-06 08:04:25,9f601252-92a8-4e53-9aa4-92dca2c96d7b,"Delgado, Cooper and Foley",682.78,purchase,USD
b32c9029-0806-445b-980e-2c8aa66d480b,2024-07-26 14:31:12,00add490-6406-4bcb-ac2c-d8fd0d58eba9,Landry LLC,837.75,refund,USD
df56c1e9-9abe-4158-bb5a-cc4d9757a4ad,2023-12-20 07:59:42,ae9cbe5d-4d59-45a5-a8d3-669e69c7f752,Gray-Robinson,488.92,refund,USD
4db281ff-3af1-4849-bd1b-800b1f4d25a8,2024-10-31 15:58:29,e3a994df-5d66-4bc5-a76b-2ac03dfbef2c,Sellers LLC,899.64,refund,USD
e5d33bd8-5ee4-4eec-9e6c-1296151c4ef2,2024-10-26 11:34:31,b02b9267-2a23-4902-b6e3-ff236faf8914,Smith-Bennett,582.71,refund,USD
b652df3e-0b35-4c7c-a5d4-173c74f5ca91,2024-03-07 22:27:54,022192cc-d9b8-46f4-bcd1-d1a892583912,Atkinson-Martinez,956.21,purchase,USD
e1227fd3-d3e3-4442-b76d-a5c04cee9f3b,2024-08-27 08:17:00,12a1c630-1060-456a-afcb-75d5431be093,Henry-Gordon,782.77,refund,USD
c516b187-643b-4985-9353-224beac00dd8,2024-07-25 00:16:59,e1f62959-0be7-47dd-b97f-92f1c1ca6c51,Shaw Inc,742.54,refund,USD
e2082b43-4786-430e-bbb4-14aa5550a750,2024-09-21 18:29:36,01ef3a7c-6611-4215-b18f-47686ed1ae86,Wilson Inc,608.83,refund,USD
7abfd389-ef3d-4487-9cd5-edb34b7697ac,2024-02-06 12:23:44,cdea37c3-de15-47fe-a6d7-fb312a59e06e,"Bennett, Barnes and Richards",820.76,refund,USD
456fdafa-79b5-4b0d-a51b-a49a365c5283,2024-09-27 18:27:07,849b1feb-cefb-4b09-8fdc-df33dffee0e9,Burns Inc,662.94,refund,USD
8b454f35-c205-4ad4-902a-02d75fb9285f,2024-02-14 19:10:32,13839fad-2e83-4673-86af-250419ea09aa,"Chung, Collins and Dunn",222.47,purchase,USD
189de791-7904-471d-ad99-8bbc454f838b,2024-02-09 22:31:14,670a96d8-ed63-4d3b-8b26-4cf608a7b818,Garner LLC,773.37,purchase,USD
c4ad6773-f3cd-4a01-84c4-46704be5f0ab,2024-12-03 03:48:26,fc50dd1c-479c-44b4-832d-e997fb13ddd7,Blevins PLC,247.21,refund,USD
854cbb51-64e7-402d-af90-4d4e338feed7,2024-06-16 14:30:27,499d6ba3-3fc2-4acf-bdcc-039a385f2ffd,Weiss LLC,797.47,purchase,USD
4dcbb284-7cbf-4c50-9a5c-2af37c1c4da6,2024-05-04 08:12:49,cfde25b9-7f8d-4b26-91ee-450fca2e377d,"Reynolds, Davis and Keller",512.77,purchase,USD
05377676-f365-44a1-85ac-b08a2ed4a521,2024-04-10 08:33:52,d3d88ced-9a5e-4b2a-b8bd-57704f5b1d01,"Henderson, King and Rodriguez",623.62,purchase,USD
eaa87211-3423-48c8-b418-e9b22cccb21b,2024-04-12 01:53:47,b13cdf82-b940-4c06-be26-7a172ca13936,Meyers-Brown,235.19,refund,USD
07308252-7aae-4cfa-a615-0cd4d6a70386,2024-04-07 10:53:46,de522221-423c-4821-9b71-071e87617f5d,Levine Group,934.58,refund,USD
2ad8f0d9-0dd6-47f7-b1a8-2e2e8a574505,2024-08-21 03:29:11,5ef64523-c282-4462-b4c3-c70d77757dbd,"Payne, Jackson and Myers",184.94,refund,USD
757f76df-0ae4-41ae-9ab5-b0dea64a159a,2023-12-09 08:24:06,6ce26a08-7a79-4299-ab53-385be016bfcc,"Turner, Butler and Kelly",505.52,refund,USD
b89ce17e-753e-4b20-9dd3-23b8ae61c613,2024-08-16 07:13:38,1f4bb3bd-4149-4397-998c-66996150a377,Weaver LLC,635.68,purchase,USD
fd64b4f3-1eba-4f1b-b042-e1fb05b880e0,2024-05-05 14:50:14,49a6caa4-43a4-43a5-a530-9d23946f5f99,Fields-Jackson,65.05,purchase,USD
748f8ac4-50f7-410f-aaab-8db5710246e7,2024-08-16 17:47:23,a8a9f3a3-e624-4a4d-96d0-83f511cd99ae,Matthews-Meyer,512.55,refund,USD
5b7a0316-b84f-4eb5-b882-ce51bbaf3e87,2024-05-21 01:05:22,c141ef79-972d-443d-b42c-92e82d3833c4,Griffith Group,758.89,refund,USD
ef6e3012-dc08-4641-950c-2ea912996129,2024-06-10 13:50:03,644c9402-2371-41d8-927c-320d9d581a08,Hernandez Group,966.58,refund,USD
d0f74843-360a-4d05-b483-ef9d07910f3a,2024-06-08 23:13:53,fe9d7a19-7e1f-4a0c-a571-100ccab1af4c,"Mcguire, Shaw and Cervantes",623.06,refund,USD
6316046e-3d43-4df3-a63d-50cd42bfef42,2024-10-18 06:48:37,0033ce7a-9c36-4d2f-95b2-b13703ba0b55,Tran LLC,53.08,purchase,USD
17315dbd-8b00-40a2-aa77-79e59739ce74,2024-08-30 04:53:55,525bd80e-1f46-49ff-a671-9b37ad2ca8c2,Davis-Ward,426.72,purchase,USD
b46faf5d-be55-4206-a43d-4103804e3857,2024-02-28 21:27:42,77a4b54a-78cc-4321-af91-803e5ef34d31,Powell-Olson,355.47,refund,USD
6d2e2ffe-1ca0-4918-9a3e-09ee674f4a69,2024-08-04 20:03:40,65b4be7c-e4a3-4d1c-b95f-6061820877f0,Johnson LLC,840.57,purchase,USD
dd344f75-0940-4122-95ad-53c5bc8c7564,2024-11-14 20:39:43,a18205b7-fb06-4dc0-a893-6f2bf729774c,Little-Shaw,431.4,purchase,USD
eaabc4a2-20b3-4497-b82d-67acd10c05cb,2024-08-24 12:07:47,1152a289-6e55-4e7f-9763-7466bbde8e85,Serrano Group,919.8,purchase,USD
a6b1575d-a990-4647-869b-0081f7cfd75a,2024-06-02 00:14:09,5c46ca46-e75e-478b-826e-734be7c56075,Brady Group,433.19,refund,USD
68b3ec99-acef-4079-8a06-59fd97b30eed,2024-08-31 04:27:04,72fbced5-66eb-44cb-b23e-23e6dd5cd502,Richardson-Holland,61.38,purchase,USD
efea20f6-019b-4ab2-9766-41da9f68b848,2024-04-16 09:32:29,063a7345-d20f-4f50-8fbb-b07772f3b7cc,Duran and Sons,512.97,purchase,USD
54deda38-ea96-4bb1-bab9-5b562687deaf,2024-09-03 01:04:46,6e830bd6-4559-4c59-b968-b91f97f2dadb,"Davis, Long and Pitts",707.39,purchase,USD
9759d7ac-fd6f-4aae-9393-1dcadfb63d65,2024-01-24 11:41:23,fa166549-1e02-44b4-b02a-d07b0ebf960e,Thompson-Brown,392.34,refund,USD
6eaf8b13-593a-499a-b1ce-dbcd8de3c2de,2024-07-07 08:19:25,2b7433ae-1ed9-460d-af99-d716108ed140,Salas-Flores,450.88,purchase,USD
b556cc4d-6279-4452-ae23-a2fd49b0e477,2024-07-05 12:22:36,a38dec9b-543f-48dd-97ef-f233492c5c84,Ellis-Brown,57.54,refund,USD
c5de1304-b37a-45b2-aef9-545ced0cb03f,2024-02-18 10:29:16,d1e9611e-8522-44f5-9c96-888c0eb0979c,Ballard-Murray,714.04,purchase,USD
b57447b7-e6a3-49b9-9c0c-7d96b3eb3ea0,2024-08-02 17:39:03,16e7ef46-c7f2-4773-b695-e2ce7357dc8c,Mills PLC,427.89,purchase,USD
f19929c4-d6de-444a-ba8e-428d21536b98,2024-10-04 15:48:09,ed8cb34e-42c9-4093-9d9f-41c7cb2f0323,Bruce Group,950.24,purchase,USD
5ac51507-2c5a-4c35-a58e-82591706d9fe,2024-11-18 18:56:07,c41d0fe7-a13c-4fa0-8645-3f3f4478edc2,Stokes-Woods,895.14,purchase,USD
596ce25f-5cea-49b1-ba51-709c9615dbeb,2024-05-24 19:08:31,d3d5c8ad-8745-462a-875b-3ea8586baaf8,Scott Inc,252.96,purchase,USD
18cf209d-259e-4192-983c-988b4a49a0e6,2024-05-13 02:28:08,110c3b02-cd9e-4018-8507-eef2c6558384,"Wallace, Gibson and Smith",144.37,refund,USD
33ddf914-aad1-42aa-8fad-ae092cd0cff8,2024-08-27 10:19:00,97f0a917-405c-4a01-8e5d-2b553ae04e93,Chandler Ltd,35.79,refund,USD
a7ded17e-50bc-4200-b7d3-b6ccf6a38371,2024-03-04 05:35:46,7ec2a4b6-3ef8-47c2-b705-777e76ea4ab9,Lane-Gilbert,990.87,refund,USD
47d3f681-f517-4709-a144-4de545520d23,2024-06-19 15:44:32,3eb91ac8-2170-498b-bd3c-000edd4f399d,"Brown, Sanders and Sampson",347.74,purchase,USD
6837a84c-75a3-4168-b578-44e6e2a4bbf2,2024-11-13 01:45:56,799e86f1-10bc-4361-b29b-2c9f4c7a1298,Ramos-Salas,859.77,refund,USD
047df207-fb21-454f-be8f-d86bdd8e9fae,2024-02-12 12:33:52,79f3f23d-7ec4-4a8b-a4a1-2c39615390f5,Morgan Group,336.53,purchase,USD
652b6be9-8da2-4ee6-b9c3-b9b5a6cda355,2024-10-21 15:49:26,1f38a8a1-ce67-47c1-8aab-8aa84b1e6f28,"Cole, Bates and Becker",119.95,refund,USD
726c0502-d642-4a0a-a0e7-7389ec2f0526,2024-08-16 19:26:15,3494b6ab-6afd-42db-9da1-a1162e9628de,Davis Group,411.94,purchase,USD
4cdeb14c-d228-4b19-8638-262da2ca48c1,2024-05-12 15:26:00,da266120-5c3d-4cff-873c-f1b407bcb666,Martin-Todd,795.55,purchase,USD
87ca8df5-d897-45ec-8abb-ac2566d3f656,2024-05-01 21:31:43,acfa9c16-95cb-4433-95cf-c7dc0762ffb6,"Bennett, Zhang and Smith",398.92,refund,USD
8a8d61fe-4b44-4048-8de1-b7e0b3c45fa3,2024-05-04 09:01:17,ac0faeda-5322-4fc1-9b38-76009fc8bfcc,"Riley, Hunter and Boyd",870.08,refund,USD
fecfa4f1-7fd5-461a-90c3-b0605bfe0fe4,2024-06-20 07:57:03,de77d80e-9e19-4ff5-b1ab-ebc1488a803e,Summers PLC,719.95,purchase,USD
df5ad3d7-8167-4727-940a-79e8b022c6c6,2024-02-23 21:04:54,f416f35c-3592-44c3-87d2-006b26cebd7d,Nelson PLC,810.71,purchase,USD
159477e1-90eb-498b-b1ff-0765f1bc7604,2024-08-03 08:59:59,da7d187b-1c43-4acd-b07e-a9d878394f25,Williams Inc,309.54,purchase,USD
b9df5f53-cd5b-4e94-ad64-713961b68c67,2024-02-17 15:15:11,b23fc245-3cc4-492d-b353-c5d0763fe1e4,"Thomas, Hamilton and Benton",476.73,refund,USD
c13f1e1f-fe78-4635-a735-2ac113848d58,2024-10-27 16:42:15,0d17e7eb-bb6b-4680-81da-b452a4148e13,Reed-Parker,404.07,purchase,USD
0ace07ee-94a1-4125-b0f9-f15f6a788233,2024-07-08 22:36:29,8eb46c63-0411-4628-af47-cee939f9a4c3,"Hunter, Gross and Sutton",966.59,refund,USD
da396a11-4bbe-47a3-b268-ecfa02d839d0,2024-05-02 22:29:28,fe87aa57-c4ec-440a-a60d-87e7175ce9a8,"Stevens, Powell and Harris",793.15,refund,USD
74e630ad-43ed-4d80-bf6d-8a555e8adbc5,2024-05-08 01:46:43,04b09b55-c2ca-4f41-a554-150cde377436,"Johnson, Swanson and Tate",798.78,purchase,USD
ce304db9-4021-48fd-8e35-0239798a6b8b,2024-03-13 14:58:15,deaa16d5-cc1e-416c-ab2c-651d151f9edc,Smith PLC,377.13,refund,USD
65d47e7e-c7a2-4ec6-a202-0e104562da0e,2024-11-19 01:48:44,abf5e0ed-3e92-4239-898d-2dcd1dbeacaf,Phillips Inc,515.97,purchase,USD
b4d09524-0d68-44fb-94f2-54c958663986,2024-11-09 11:43:20,fbf75abb-a1fe-4714-b11e-a9666686d0b0,Shaw-Short,814.46,purchase,USD
d3526588-56de-4328-951b-ff2e78c23f8d,2024-07-25 00:10:58,61ad4f7c-d748-4307-a36d-08e3464da70f,Fox PLC,839.67,purchase,USD
1ce0834b-04a8-4d29-a4df-7b475548c1d1,2024-07-18 07:35:39,f33df72d-1c89-4c46-ac63-c395ea41672b,Mendoza-Butler,990.4,purchase,USD
d81f5dea-8465-42a1-a77c-b1697d144428,2024-09-17 03:38:47,d3c4c5e6-bb67-43c4-9382-c47ae9957765,Thomas-Smith,518.58,refund,USD
5cd19d49-c1b7-4a4f-a9f8-3e03f040354b,2024-03-15 11:08:01,a0b66c6a-cb27-408f-a7e6-7dde5f245b3d,"Cabrera, Smith and Long",136.62,purchase,USD
fcb61933-3b42-41b3-85ff-14c8d750fd38,2024-01-23 23:03:06,8478d7f4-e0d8-4238-8406-01108a0d57d2,Carey Group,854.67,purchase,USD
29deb18a-0438-4657-be3f-8025ebd8b5a7,2024-04-04 13:52:12,131d519d-b430-4aec-814a-b4674769923f,"Watts, Simmons and Scott",62.16,refund,USD
6a8e5660-f3de-4660-87db-131d004177e5,2024-07-14 02:36:28,67c79684-4dde-4651-b721-c1b0bb544903,"Morris, Bates and Lopez",556.75,purchase,USD
0e7b7021-fcdd-4c71-adf5-b5e20b5c7850,2024-11-20 04:37:04,d6a50185-0cc3-4f88-b2b2-52c0d9fbd0b6,Freeman-Butler,591.69,refund,USD
8e08c932-8a9b-4f50-ae44-8cd439d8c1df,2024-10-04 04:45:59,69996e58-91df-4e1b-abea-cb54c9364912,"Ortega, Sanchez and Ramirez",791.6,refund,USD
e7467e83-b555-44be-9e1c-105d1337c089,2024-03-11 13:23:01,7a68dd50-b33d-4a47-a695-23965e70229a,"Wolfe, Klein and White",906.09,purchase,USD
c1d588f2-6cb3-46dc-984f-f8e651c2c4f7,2024-03-27 00:57:59,fbcf04c3-378d-40aa-9956-c447e34eb94f,Padilla PLC,243.4,purchase,USD
56113cf3-4ece-4192-8f62-0dcf20a7fd50,2023-12-11 05:25:09,842874df-3948-4f62-b40d-2cb5d6079cb1,Pruitt-Heath,406.43,refund,USD
3cf58c58-d117-419e-8f1b-013c7b640944,2024-02-22 00:10:38,75af8e07-2a5a-4868-9e7d-bd9a2b4653fd,"Alexander, Gill and Jenkins",425.64,purchase,USD
873cd4cf-ff25-4d4a-8486-dae16217f88f,2024-03-19 10:45:49,fa248892-e2e4-41a5-860d-eb7e32cbcc18,"White, Rodriguez and Evans",118.55,refund,USD
54a58515-8b30-48ef-bd9b-b5af3f8d7b88,2024-10-09 11:43:40,78c10ebb-321a-4be7-be50-296681509d31,Arroyo and Sons,153.7,refund,USD
32c0fb7d-a4ae-49c3-a21b-b535c9af4915,2024-09-18 04:23:50,51f885d9-4285-48c9-be89-b69b1f8ce2f6,"Mccoy, Gutierrez and Brown",944.67,refund,USD
ddaa8f4e-879a-4b77-b7be-971dd4a612fb,2024-10-16 19:41:14,25104b5d-f4db-4198-89b9-3b33f6debaa3,Garcia Ltd,724.85,purchase,USD
77907b7e-9a91-4120-a2ff-80059b432754,2024-02-14 00:53:12,739b21aa-59a7-4540-8d8d-a21a251c1d18,Golden-Anderson,637.6,refund,USD
0a5338a9-3fe7-4f26-a358-f2ae2f9b3d6d,2024-07-28 07:15:35,c6cbefe1-55c0-4143-b1d3-0e65719efde1,Mills-Gilmore,832.24,purchase,USD
ba8adcc0-78f1-4600-9d23-48b69f4d8453,2024-05-16 01:25:04,86d6e33e-a14b-43f6-92c3-b7c0d50bee33,"Jackson, Watson and Johnson",417.39,purchase,USD
6be3b5d9-4ace-4db1-9efe-b597dfed39dc,2024-10-14 19:19:11,9cc77e20-79b6-4b99-8ef4-51dcc65d2811,"Austin, Garcia and Miller",954.95,refund,USD
65d3581f-012f-49d3-8e6f-cf11a4c0c6d3,2024-03-01 08:46:50,c9c1d3a3-26d8-4f3f-8950-0367fc7fab68,Hartman-Nguyen,157.78,refund,USD
21aecbf9-6960-4812-9a0d-fca66b2d78e5,2024-09-10 14:58:03,44875ad4-3a62-4528-b436-ec52c2d28a5e,York-Smith,638.81,purchase,USD
2ba55560-dbb4-43d0-9865-471da5918cf0,2024-08-04 23:32:33,e72322f5-4dc4-45ac-b819-dd186e5209bd,Brewer Group,84.21,refund,USD
